block_id,Education,Experience,Position,probability
2237,PhD,0-15,Senior,1.0
2238,Masters,0-15,Junior,0.8441558441558441
2238,Masters,15-30+,Junior,0.15584415584415584
2239,Masters,0-15,Senior,0.5909090909090909
2239,Masters,15-30+,Senior,0.10909090909090909
2239,PhD,0-15,Senior,0.2532467532467532
2239,PhD,15-30+,Senior,0.04675324675324676
2240,Masters,0-15,Senior,0.7
2240,PhD,0-15,Senior,0.3
2241,Masters,0-15,Junior,0.5909090909090909
2241,Masters,15-30+,Junior,0.10909090909090909
2241,PhD,0-15,Junior,0.25324675324675333
2241,PhD,15-30+,Junior,0.04675324675324676
2242,Masters,15-30+,Senior,1.0
2243,Masters,0-15,Senior,0.7000000000000001
2243,PhD,0-15,Senior,0.30000000000000004
2244,Masters,0-15,Junior,1.0
2245,Masters,0-15,Senior,0.590909090909091
2245,Masters,15-30+,Senior,0.10909090909090909
2245,PhD,0-15,Senior,0.2532467532467533
2245,PhD,15-30+,Senior,0.046753246753246755
2246,Masters,0-15,Senior,1.0
2247,Masters,0-15,Junior,0.7
2247,PhD,0-15,Junior,0.30000000000000004
2248,Masters,0-15,Senior,1.0
2249,Masters,0-15,Senior,0.8441558441558441
2249,Masters,15-30+,Senior,0.15584415584415584
2250,Masters,0-15,Junior,0.5909090909090908
2250,Masters,15-30+,Junior,0.10909090909090907
2250,PhD,0-15,Junior,0.2532467532467533
2250,PhD,15-30+,Junior,0.046753246753246755
2251,Masters,15-30+,Senior,0.7
2251,PhD,15-30+,Senior,0.30000000000000004
2252,PhD,15-30+,Senior,1.0
2253,Masters,0-15,Senior,0.7000000000000001
2253,PhD,0-15,Senior,0.3
2254,Masters,0-15,Senior,0.7
2254,PhD,0-15,Senior,0.3
2255,Masters,0-15,Senior,0.8441558441558441
2255,Masters,15-30+,Senior,0.15584415584415584
2256,Masters,0-15,Manager,1.0
2257,Masters,0-15,Senior,0.8441558441558442
2257,Masters,15-30+,Senior,0.15584415584415584
2258,Masters,0-15,Senior,1.0
2259,Masters,0-15,Manager,0.8441558441558441
2259,Masters,15-30+,Manager,0.15584415584415584
2260,Masters,0-15,Junior,0.5909090909090908
2260,Masters,15-30+,Junior,0.10909090909090907
2260,PhD,0-15,Junior,0.2532467532467533
2260,PhD,15-30+,Junior,0.046753246753246755
2261,Masters,0-15,Senior,1.0
2262,Masters,0-15,Senior,0.8441558441558442
2262,Masters,15-30+,Senior,0.15584415584415584
2263,Masters,0-15,Senior,0.8441558441558441
2263,Masters,15-30+,Senior,0.15584415584415584
2264,Masters,15-30+,Senior,0.7
2264,PhD,15-30+,Senior,0.3
2265,Masters,0-15,Senior,0.8441558441558442
2265,Masters,15-30+,Senior,0.15584415584415584
2266,Masters,0-15,Junior,0.5909090909090909
2266,Masters,15-30+,Junior,0.10909090909090909
2266,PhD,0-15,Junior,0.25324675324675333
2266,PhD,15-30+,Junior,0.04675324675324677
2267,PhD,0-15,Senior,0.8441558441558442
2267,PhD,15-30+,Senior,0.15584415584415587
2268,PhD,15-30+,Senior,1.0
2269,Masters,0-15,Senior,0.5909090909090909
2269,Masters,15-30+,Senior,0.10909090909090907
2269,PhD,0-15,Senior,0.2532467532467532
2269,PhD,15-30+,Senior,0.046753246753246755
2270,Masters,15-30+,Senior,0.7
2270,PhD,15-30+,Senior,0.30000000000000004
2271,Masters,15-30+,Senior,1.0
2272,Masters,0-15,Senior,0.8441558441558441
2272,Masters,15-30+,Senior,0.15584415584415587
2273,Masters,0-15,Senior,0.8441558441558441
2273,Masters,15-30+,Senior,0.15584415584415584
2274,Masters,15-30+,Senior,1.0
2275,Masters,15-30+,Senior,0.7
2275,PhD,15-30+,Senior,0.3
2276,Masters,15-30+,Senior,1.0
2277,Masters,0-15,Junior,0.7
2277,PhD,0-15,Junior,0.3000000000000001
2278,Masters,0-15,Senior,0.7
2278,PhD,0-15,Senior,0.3
2279,Masters,15-30+,Manager,1.0000000000000002
2280,Masters,0-15,Junior,0.5909090909090908
2280,Masters,15-30+,Junior,0.10909090909090907
2280,PhD,0-15,Junior,0.2532467532467533
2280,PhD,15-30+,Junior,0.046753246753246755
2281,Masters,0-15,Senior,0.8441558441558441
2281,Masters,15-30+,Senior,0.15584415584415584
2282,Masters,15-30+,Manager,1.0000000000000002
2283,PhD,15-30+,Senior,1.0
2284,Masters,0-15,Junior,0.7
2284,PhD,0-15,Junior,0.3000000000000001
2285,Masters,15-30+,Senior,0.7
2285,PhD,15-30+,Senior,0.3
2286,Masters,0-15,Manager,1.0
2287,PhD,0-15,Senior,0.8441558441558442
2287,PhD,15-30+,Senior,0.15584415584415587
2288,PhD,15-30+,Senior,1.0
2289,PhD,0-15,Senior,1.0
2290,Masters,0-15,Senior,0.8441558441558441
2290,Masters,15-30+,Senior,0.15584415584415587
2291,Masters,0-15,Junior,1.0
2292,Masters,0-15,Junior,1.0
2293,Masters,0-15,Senior,0.7
2293,PhD,0-15,Senior,0.3
2294,PhD,0-15,Senior,1.0
2295,Masters,15-30+,Senior,1.0
2296,Masters,15-30+,Senior,1.0
2297,Masters,0-15,Junior,0.7
2297,PhD,0-15,Junior,0.3000000000000001
2298,Masters,0-15,Junior,0.8441558441558441
2298,Masters,15-30+,Junior,0.15584415584415584
2299,Masters,0-15,Manager,0.7
2299,PhD,0-15,Manager,0.30000000000000004
2300,Masters,0-15,Junior,1.0
2301,PhD,0-15,Junior,0.8441558441558442
2301,PhD,15-30+,Junior,0.15584415584415584
2302,Masters,0-15,Senior,0.7
2302,PhD,0-15,Senior,0.3
2303,Masters,0-15,Junior,0.5909090909090908
2303,Masters,15-30+,Junior,0.10909090909090907
2303,PhD,0-15,Junior,0.2532467532467533
2303,PhD,15-30+,Junior,0.046753246753246755
2304,Masters,0-15,Senior,1.0
2305,Masters,15-30+,Manager,1.0
2306,Masters,0-15,Junior,0.5909090909090908
2306,Masters,15-30+,Junior,0.10909090909090907
2306,PhD,0-15,Junior,0.2532467532467533
2306,PhD,15-30+,Junior,0.046753246753246755
2307,Masters,0-15,Senior,1.0
2308,Masters,0-15,Senior,0.7
2308,PhD,0-15,Senior,0.3
2309,Masters,15-30+,Junior,0.6999999999999998
2309,PhD,15-30+,Junior,0.30000000000000004
2310,Masters,0-15,Senior,0.590909090909091
2310,Masters,15-30+,Senior,0.10909090909090909
2310,PhD,0-15,Senior,0.2532467532467533
2310,PhD,15-30+,Senior,0.046753246753246755
2311,Masters,15-30+,Senior,0.7
2311,PhD,15-30+,Senior,0.3
2312,Masters,15-30+,Senior,0.7
2312,PhD,15-30+,Senior,0.30000000000000004
2313,Masters,0-15,Junior,0.7
2313,PhD,0-15,Junior,0.3000000000000001
2314,Masters,15-30+,Manager,1.0
2315,PhD,0-15,Senior,0.8441558441558442
2315,PhD,15-30+,Senior,0.15584415584415587
2316,Masters,0-15,Senior,0.8441558441558442
2316,Masters,15-30+,Senior,0.15584415584415584
2317,PhD,0-15,Senior,0.8441558441558441
2317,PhD,15-30+,Senior,0.15584415584415584
2318,Masters,0-15,Junior,0.5909090909090908
2318,Masters,15-30+,Junior,0.10909090909090907
2318,PhD,0-15,Junior,0.2532467532467533
2318,PhD,15-30+,Junior,0.046753246753246755
2319,Masters,15-30+,Senior,1.0
2320,Masters,0-15,Junior,0.7
2320,PhD,0-15,Junior,0.30000000000000004
2321,Masters,0-15,Junior,0.8441558441558441
2321,Masters,15-30+,Junior,0.15584415584415584
2322,Masters,0-15,Manager,1.0
2323,Masters,0-15,Senior,1.0
2324,Masters,0-15,Junior,0.7
2324,PhD,0-15,Junior,0.3000000000000001
2325,Masters,0-15,Senior,1.0
2326,Masters,0-15,Senior,1.0
2327,PhD,15-30+,Manager,1.0
2328,Masters,15-30+,Senior,1.0
2329,Masters,0-15,Senior,1.0
2330,Masters,15-30+,Senior,1.0
2331,PhD,15-30+,Senior,1.0
2332,PhD,0-15,Manager,1.0
2333,Masters,0-15,Junior,0.7
2333,PhD,0-15,Junior,0.30000000000000004
2334,Masters,0-15,Senior,1.0
2335,Masters,0-15,Junior,1.0
2336,Masters,15-30+,Senior,0.7
2336,PhD,15-30+,Senior,0.3
2337,PhD,15-30+,Senior,1.0
2338,Masters,0-15,Junior,0.5909090909090908
2338,Masters,15-30+,Junior,0.10909090909090907
2338,PhD,0-15,Junior,0.2532467532467533
2338,PhD,15-30+,Junior,0.046753246753246755
2339,Masters,15-30+,Senior,0.7
2339,PhD,15-30+,Senior,0.3
2340,Masters,15-30+,Senior,1.0
2341,Masters,0-15,Senior,0.8441558441558441
2341,Masters,15-30+,Senior,0.15584415584415584
2342,Masters,15-30+,Senior,1.0
2343,Masters,0-15,Manager,0.6999999999999998
2343,PhD,0-15,Manager,0.30000000000000004
2344,Masters,0-15,Junior,0.8441558441558441
2344,Masters,15-30+,Junior,0.15584415584415584
2345,Masters,15-30+,Junior,0.7
2345,PhD,15-30+,Junior,0.30000000000000004
2346,Masters,0-15,Senior,0.590909090909091
2346,Masters,15-30+,Senior,0.10909090909090909
2346,PhD,0-15,Senior,0.2532467532467533
2346,PhD,15-30+,Senior,0.046753246753246755
2347,Masters,15-30+,Senior,1.0
2348,Masters,0-15,Senior,0.5909090909090909
2348,Masters,15-30+,Senior,0.10909090909090909
2348,PhD,0-15,Senior,0.2532467532467532
2348,PhD,15-30+,Senior,0.04675324675324676
2349,Masters,0-15,Senior,1.0
2350,Masters,15-30+,Senior,0.7
2350,PhD,15-30+,Senior,0.30000000000000004
2351,Masters,15-30+,Senior,1.0
2352,Masters,0-15,Senior,0.8441558441558442
2352,Masters,15-30+,Senior,0.15584415584415584
2353,Masters,0-15,Manager,0.6999999999999998
2353,PhD,0-15,Manager,0.30000000000000004
2354,PhD,0-15,Senior,1.0
2355,PhD,0-15,Manager,1.0
2356,Masters,0-15,Senior,0.7
2356,PhD,0-15,Senior,0.30000000000000004
2357,Masters,0-15,Senior,1.0
2358,Masters,0-15,Junior,0.5909090909090908
2358,Masters,15-30+,Junior,0.10909090909090907
2358,PhD,0-15,Junior,0.2532467532467533
2358,PhD,15-30+,Junior,0.046753246753246755
2359,PhD,0-15,Senior,0.8441558441558441
2359,PhD,15-30+,Senior,0.15584415584415584
2360,Masters,0-15,Senior,0.590909090909091
2360,Masters,15-30+,Senior,0.10909090909090909
2360,PhD,0-15,Senior,0.2532467532467533
2360,PhD,15-30+,Senior,0.046753246753246755
2361,Masters,15-30+,Senior,1.0
2362,Masters,0-15,Senior,0.7000000000000001
2362,PhD,0-15,Senior,0.30000000000000004
2363,Masters,0-15,Senior,1.0
2364,PhD,0-15,Senior,0.8441558441558442
2364,PhD,15-30+,Senior,0.15584415584415587
2365,Masters,15-30+,Senior,1.0
2366,Masters,15-30+,Manager,1.0
2367,PhD,0-15,Senior,0.8441558441558441
2367,PhD,15-30+,Senior,0.15584415584415584
2368,Masters,15-30+,Senior,0.7
2368,PhD,15-30+,Senior,0.3
2369,Masters,0-15,Junior,0.8441558441558441
2369,Masters,15-30+,Junior,0.15584415584415584
2370,Masters,0-15,Senior,1.0
2371,Masters,15-30+,Senior,0.7
2371,PhD,15-30+,Senior,0.3
2372,Masters,0-15,Senior,0.8441558441558441
2372,Masters,15-30+,Senior,0.15584415584415584
2373,PhD,0-15,Manager,0.8441558441558442
2373,PhD,15-30+,Manager,0.15584415584415584
2374,Masters,0-15,Senior,0.7
2374,PhD,0-15,Senior,0.3
2375,Masters,0-15,Senior,0.5909090909090909
2375,Masters,15-30+,Senior,0.10909090909090907
2375,PhD,0-15,Senior,0.2532467532467532
2375,PhD,15-30+,Senior,0.046753246753246755
2376,Masters,0-15,Senior,1.0
2377,Masters,0-15,Junior,0.8441558441558441
2377,Masters,15-30+,Junior,0.15584415584415584
2378,Masters,0-15,Junior,0.7
2378,PhD,0-15,Junior,0.3000000000000001
2379,Masters,0-15,Junior,1.0
2380,PhD,0-15,Manager,0.8441558441558441
2380,PhD,15-30+,Manager,0.15584415584415584
2381,PhD,15-30+,Manager,1.0
2382,Masters,0-15,Junior,0.8441558441558441
2382,Masters,15-30+,Junior,0.15584415584415584
2383,Masters,0-15,Senior,0.7000000000000001
2383,PhD,0-15,Senior,0.3
2384,Masters,0-15,Senior,0.7
2384,PhD,0-15,Senior,0.3
2385,Masters,0-15,Manager,1.0
2386,Masters,0-15,Senior,1.0
2387,PhD,15-30+,Senior,1.0
2388,Masters,15-30+,Manager,1.0000000000000002
2389,Masters,15-30+,Senior,0.7
2389,PhD,15-30+,Senior,0.30000000000000004
2390,Masters,0-15,Junior,0.8441558441558441
2390,Masters,15-30+,Junior,0.15584415584415584
2391,Masters,15-30+,Senior,0.7
2391,PhD,15-30+,Senior,0.3
2392,Masters,15-30+,Manager,0.7
2392,PhD,15-30+,Manager,0.30000000000000004
2393,Masters,15-30+,Junior,0.6999999999999998
2393,PhD,15-30+,Junior,0.30000000000000004
2394,Masters,0-15,Junior,0.7
2394,PhD,0-15,Junior,0.30000000000000004
2395,Masters,15-30+,Senior,0.7
2395,PhD,15-30+,Senior,0.30000000000000004
2396,Masters,0-15,Junior,0.7
2396,PhD,0-15,Junior,0.30000000000000004
2397,PhD,15-30+,Senior,1.0
2398,Masters,15-30+,Manager,1.0000000000000002
2399,Masters,0-15,Senior,1.0
2400,PhD,0-15,Senior,0.8441558441558442
2400,PhD,15-30+,Senior,0.15584415584415584
2401,Masters,0-15,Senior,1.0
2402,Masters,15-30+,Senior,1.0
2403,Masters,0-15,Junior,1.0
2404,Masters,0-15,Senior,0.8441558441558442
2404,Masters,15-30+,Senior,0.15584415584415584
2405,Masters,0-15,Junior,0.7
2405,PhD,0-15,Junior,0.3000000000000001
2406,Masters,0-15,Senior,1.0
2407,Masters,0-15,Senior,1.0
2408,Masters,15-30+,Senior,0.7
2408,PhD,15-30+,Senior,0.3
2409,Masters,0-15,Manager,1.0
2410,Masters,0-15,Senior,0.7000000000000001
2410,PhD,0-15,Senior,0.30000000000000004
2411,Masters,0-15,Junior,0.8441558441558441
2411,Masters,15-30+,Junior,0.15584415584415584
2412,Masters,0-15,Junior,1.0
2413,Masters,0-15,Senior,0.7000000000000001
2413,PhD,0-15,Senior,0.30000000000000004
2414,Masters,15-30+,Senior,1.0
2415,Masters,15-30+,Senior,1.0
2416,Masters,0-15,Junior,0.7
2416,PhD,0-15,Junior,0.3000000000000001
2417,PhD,0-15,Senior,0.8441558441558442
2417,PhD,15-30+,Senior,0.15584415584415584
2418,Masters,0-15,Senior,1.0
2419,PhD,0-15,Senior,0.8441558441558442
2419,PhD,15-30+,Senior,0.15584415584415584
2420,Masters,0-15,Junior,0.5909090909090908
2420,Masters,15-30+,Junior,0.10909090909090907
2420,PhD,0-15,Junior,0.2532467532467533
2420,PhD,15-30+,Junior,0.046753246753246755
2421,Masters,0-15,Manager,1.0
2422,PhD,15-30+,Senior,1.0
2423,PhD,15-30+,Manager,1.0
2424,PhD,0-15,Manager,1.0
2425,PhD,15-30+,Senior,1.0
2426,Masters,15-30+,Manager,0.6999999999999998
2426,PhD,15-30+,Manager,0.30000000000000004
2427,Masters,15-30+,Manager,1.0
2428,Masters,0-15,Senior,0.8441558441558441
2428,Masters,15-30+,Senior,0.15584415584415584
2429,Masters,15-30+,Senior,0.7
2429,PhD,15-30+,Senior,0.3
2430,Masters,0-15,Junior,0.8441558441558441
2430,Masters,15-30+,Junior,0.15584415584415584
2431,Masters,0-15,Junior,1.0
2432,PhD,0-15,Junior,1.0
2433,Masters,0-15,Senior,0.8441558441558442
2433,Masters,15-30+,Senior,0.15584415584415584
2434,Masters,0-15,Senior,0.7
2434,PhD,0-15,Senior,0.3
2435,Masters,0-15,Manager,1.0
2436,Masters,0-15,Manager,1.0
2437,Masters,0-15,Junior,0.7
2437,PhD,0-15,Junior,0.3000000000000001
2438,Masters,0-15,Senior,0.7000000000000001
2438,PhD,0-15,Senior,0.3
2439,PhD,15-30+,Manager,1.0
2440,Masters,15-30+,Manager,0.7
2440,PhD,15-30+,Manager,0.3000000000000001
2441,Masters,0-15,Junior,1.0
2442,Masters,0-15,Senior,1.0
2443,Masters,15-30+,Senior,0.7
2443,PhD,15-30+,Senior,0.3
2444,Masters,15-30+,Senior,1.0
2445,Masters,0-15,Senior,0.7
2445,PhD,0-15,Senior,0.3
2446,PhD,0-15,Senior,1.0
2447,PhD,15-30+,Senior,1.0
2448,Masters,0-15,Senior,0.7
2448,PhD,0-15,Senior,0.3
2449,Masters,0-15,Senior,1.0
2450,Masters,0-15,Senior,1.0
2451,Masters,0-15,Senior,0.7000000000000001
2451,PhD,0-15,Senior,0.3
2452,Masters,0-15,Senior,0.8441558441558441
2452,Masters,15-30+,Senior,0.15584415584415584
2453,Masters,15-30+,Senior,1.0
2454,PhD,15-30+,Manager,1.0
2455,Masters,0-15,Junior,0.8441558441558441
2455,Masters,15-30+,Junior,0.15584415584415584
2456,Masters,15-30+,Manager,0.6999999999999998
2456,PhD,15-30+,Manager,0.30000000000000004
2457,Masters,0-15,Senior,1.0
2458,Masters,15-30+,Senior,1.0
2459,Masters,15-30+,Manager,1.0
2460,Masters,0-15,Manager,0.5909090909090907
2460,Masters,15-30+,Manager,0.10909090909090907
2460,PhD,0-15,Manager,0.2532467532467532
2460,PhD,15-30+,Manager,0.046753246753246755
2461,Masters,15-30+,Manager,0.7
2461,PhD,15-30+,Manager,0.30000000000000004
2462,Masters,15-30+,Senior,0.7
2462,PhD,15-30+,Senior,0.3
2463,Masters,15-30+,Manager,0.7
2463,PhD,15-30+,Manager,0.3000000000000001
2464,Masters,0-15,Senior,1.0
2465,Masters,15-30+,Senior,0.7
2465,PhD,15-30+,Senior,0.30000000000000004
2466,PhD,0-15,Senior,1.0
2467,Masters,15-30+,Senior,1.0
2468,Masters,15-30+,Senior,1.0
2469,Masters,0-15,Senior,0.8441558441558442
2469,Masters,15-30+,Senior,0.15584415584415584
2470,PhD,15-30+,Senior,1.0
2471,Masters,0-15,Senior,1.0
2472,Masters,0-15,Senior,1.0
2473,Masters,0-15,Junior,0.5909090909090909
2473,Masters,15-30+,Junior,0.10909090909090909
2473,PhD,0-15,Junior,0.25324675324675333
2473,PhD,15-30+,Junior,0.04675324675324677
2474,Masters,0-15,Senior,1.0
2475,Masters,0-15,Junior,0.8441558441558441
2475,Masters,15-30+,Junior,0.15584415584415584
2476,Masters,15-30+,Senior,0.7
2476,PhD,15-30+,Senior,0.30000000000000004
2477,Masters,0-15,Senior,1.0
2478,Masters,0-15,Junior,0.5909090909090908
2478,Masters,15-30+,Junior,0.10909090909090907
2478,PhD,0-15,Junior,0.2532467532467533
2478,PhD,15-30+,Junior,0.046753246753246755
2479,Masters,15-30+,Manager,1.0
2480,Masters,0-15,Manager,1.0
2481,Masters,0-15,Senior,0.7
2481,PhD,0-15,Senior,0.3
2482,Masters,15-30+,Senior,0.7
2482,PhD,15-30+,Senior,0.30000000000000004
2483,Masters,0-15,Junior,0.8441558441558441
2483,Masters,15-30+,Junior,0.15584415584415584
2484,Masters,0-15,Manager,0.8441558441558441
2484,Masters,15-30+,Manager,0.15584415584415584
2485,Masters,15-30+,Manager,0.6999999999999998
2485,PhD,15-30+,Manager,0.30000000000000004
2486,Masters,0-15,Senior,1.0
2487,PhD,0-15,Senior,1.0
2488,Masters,0-15,Junior,0.5909090909090908
2488,Masters,15-30+,Junior,0.10909090909090907
2488,PhD,0-15,Junior,0.2532467532467533
2488,PhD,15-30+,Junior,0.046753246753246755
2489,PhD,0-15,Senior,0.8441558441558442
2489,PhD,15-30+,Senior,0.15584415584415584
2490,Masters,15-30+,Senior,1.0
2491,Masters,15-30+,Senior,1.0
2492,PhD,15-30+,Senior,1.0
2493,Masters,0-15,Junior,0.7
2493,PhD,0-15,Junior,0.30000000000000004
2494,Masters,0-15,Senior,1.0
2495,Masters,0-15,Senior,0.7
2495,PhD,0-15,Senior,0.3
2496,PhD,0-15,Senior,1.0
2497,Masters,15-30+,Manager,0.6999999999999998
2497,PhD,15-30+,Manager,0.30000000000000004
2498,Masters,15-30+,Senior,1.0
2499,Masters,0-15,Junior,0.7
2499,PhD,0-15,Junior,0.3000000000000001
2500,Masters,0-15,Junior,0.8441558441558441
2500,Masters,15-30+,Junior,0.15584415584415584
2501,Masters,0-15,Junior,0.5909090909090908
2501,Masters,15-30+,Junior,0.10909090909090907
2501,PhD,0-15,Junior,0.2532467532467533
2501,PhD,15-30+,Junior,0.046753246753246755
2502,Masters,0-15,Senior,0.8441558441558441
2502,Masters,15-30+,Senior,0.15584415584415584
2503,Masters,0-15,Junior,0.5909090909090908
2503,Masters,15-30+,Junior,0.10909090909090907
2503,PhD,0-15,Junior,0.2532467532467533
2503,PhD,15-30+,Junior,0.046753246753246755
2504,Masters,0-15,Senior,0.7
2504,PhD,0-15,Senior,0.3
2505,Masters,0-15,Junior,0.7
2505,PhD,0-15,Junior,0.30000000000000004
2506,Masters,0-15,Senior,0.8441558441558441
2506,Masters,15-30+,Senior,0.15584415584415584
2507,Masters,0-15,Manager,0.5909090909090908
2507,Masters,15-30+,Manager,0.10909090909090907
2507,PhD,0-15,Manager,0.2532467532467533
2507,PhD,15-30+,Manager,0.04675324675324676
2508,Masters,0-15,Senior,0.7
2508,PhD,0-15,Senior,0.3
2509,Masters,0-15,Senior,0.8441558441558441
2509,Masters,15-30+,Senior,0.15584415584415584
2510,Masters,0-15,Manager,0.5909090909090908
2510,Masters,15-30+,Manager,0.10909090909090907
2510,PhD,0-15,Manager,0.2532467532467533
2510,PhD,15-30+,Manager,0.04675324675324676
2511,PhD,0-15,Senior,1.0
2512,Masters,0-15,Junior,0.5909090909090909
2512,Masters,15-30+,Junior,0.10909090909090909
2512,PhD,0-15,Junior,0.25324675324675333
2512,PhD,15-30+,Junior,0.04675324675324676
2513,Masters,15-30+,Manager,1.0000000000000002
2514,Masters,0-15,Manager,0.5909090909090907
2514,Masters,15-30+,Manager,0.10909090909090906
2514,PhD,0-15,Manager,0.2532467532467532
2514,PhD,15-30+,Manager,0.046753246753246755
2515,Masters,0-15,Junior,0.8441558441558441
2515,Masters,15-30+,Junior,0.15584415584415584
2516,Masters,0-15,Senior,0.590909090909091
2516,Masters,15-30+,Senior,0.10909090909090909
2516,PhD,0-15,Senior,0.2532467532467533
2516,PhD,15-30+,Senior,0.046753246753246755
2517,PhD,0-15,Senior,0.8441558441558442
2517,PhD,15-30+,Senior,0.15584415584415584
2518,Masters,0-15,Junior,0.7
2518,PhD,0-15,Junior,0.30000000000000004
2519,Masters,15-30+,Senior,0.7
2519,PhD,15-30+,Senior,0.30000000000000004
2520,PhD,0-15,Manager,0.8441558441558441
2520,PhD,15-30+,Manager,0.15584415584415584
2521,PhD,0-15,Senior,1.0
2522,Masters,0-15,Manager,1.0
2523,Masters,0-15,Junior,0.8441558441558441
2523,Masters,15-30+,Junior,0.15584415584415584
2524,Masters,15-30+,Junior,0.7
2524,PhD,15-30+,Junior,0.30000000000000004
2525,Masters,15-30+,Senior,0.7
2525,PhD,15-30+,Senior,0.3
2526,Masters,15-30+,Manager,1.0000000000000002
2527,PhD,0-15,Manager,0.8441558441558441
2527,PhD,15-30+,Manager,0.15584415584415584
2528,Masters,0-15,Senior,1.0
2529,Masters,15-30+,Manager,1.0000000000000002
2530,Masters,0-15,Junior,0.8441558441558441
2530,Masters,15-30+,Junior,0.15584415584415584
2531,Masters,0-15,Senior,1.0
2532,Masters,0-15,Junior,1.0
2533,Masters,0-15,Junior,0.8441558441558441
2533,Masters,15-30+,Junior,0.15584415584415584
2534,PhD,0-15,Senior,1.0
2535,Masters,0-15,Junior,0.7
2535,PhD,0-15,Junior,0.3000000000000001
2536,PhD,0-15,Senior,1.0
2537,Masters,0-15,Junior,0.7
2537,PhD,0-15,Junior,0.3000000000000001
2538,Masters,15-30+,Manager,1.0
2539,Masters,0-15,Senior,1.0
2540,Masters,0-15,Manager,0.8441558441558441
2540,Masters,15-30+,Manager,0.15584415584415584
2541,Masters,0-15,Junior,1.0
2542,Masters,0-15,Junior,0.8441558441558441
2542,Masters,15-30+,Junior,0.15584415584415584
2543,Masters,0-15,Senior,1.0
2544,PhD,0-15,Manager,1.0
2545,Masters,15-30+,Senior,0.7
2545,PhD,15-30+,Senior,0.3
2546,Masters,0-15,Junior,0.7
2546,PhD,0-15,Junior,0.3000000000000001
2547,Masters,0-15,Senior,1.0
2548,Masters,0-15,Junior,0.8441558441558441
2548,Masters,15-30+,Junior,0.15584415584415584
2549,Masters,0-15,Junior,0.5909090909090908
2549,Masters,15-30+,Junior,0.10909090909090907
2549,PhD,0-15,Junior,0.2532467532467533
2549,PhD,15-30+,Junior,0.046753246753246755
2550,Masters,15-30+,Senior,1.0
2551,Masters,15-30+,Senior,1.0
2552,Masters,0-15,Senior,0.8441558441558441
2552,Masters,15-30+,Senior,0.15584415584415584
2553,Masters,0-15,Senior,0.7
2553,PhD,0-15,Senior,0.3
2554,Masters,0-15,Junior,1.0
2555,Masters,0-15,Senior,0.5909090909090909
2555,Masters,15-30+,Senior,0.10909090909090909
2555,PhD,0-15,Senior,0.2532467532467532
2555,PhD,15-30+,Senior,0.04675324675324676
2556,Masters,0-15,Junior,1.0
2557,Masters,0-15,Senior,1.0
2558,Masters,15-30+,Senior,1.0
2559,Masters,0-15,Senior,1.0
2560,Masters,0-15,Senior,1.0
2561,Masters,0-15,Senior,0.5909090909090909
2561,Masters,15-30+,Senior,0.10909090909090909
2561,PhD,0-15,Senior,0.2532467532467532
2561,PhD,15-30+,Senior,0.04675324675324676
2562,Masters,0-15,Junior,0.8441558441558441
2562,Masters,15-30+,Junior,0.15584415584415584
2563,Masters,15-30+,Senior,0.7
2563,PhD,15-30+,Senior,0.3
2564,PhD,0-15,Senior,1.0
2565,Masters,0-15,Junior,0.7
2565,PhD,0-15,Junior,0.3000000000000001
2566,Masters,0-15,Senior,0.8441558441558441
2566,Masters,15-30+,Senior,0.15584415584415584
2567,Masters,0-15,Senior,0.7
2567,PhD,0-15,Senior,0.30000000000000004
2568,Masters,0-15,Senior,0.7000000000000001
2568,PhD,0-15,Senior,0.30000000000000004
2569,Masters,0-15,Senior,1.0
2570,PhD,15-30+,Senior,1.0
2571,Masters,15-30+,Senior,1.0
2572,Masters,0-15,Senior,0.5909090909090909
2572,Masters,15-30+,Senior,0.10909090909090906
2572,PhD,0-15,Senior,0.2532467532467532
2572,PhD,15-30+,Senior,0.046753246753246755
2573,Masters,0-15,Junior,0.7
2573,PhD,0-15,Junior,0.30000000000000004
2574,Masters,15-30+,Manager,1.0000000000000002
2575,Masters,0-15,Senior,0.7
2575,PhD,0-15,Senior,0.30000000000000004
2576,PhD,0-15,Senior,1.0
2577,Masters,0-15,Junior,1.0
2578,Masters,15-30+,Senior,1.0
2579,Masters,0-15,Junior,1.0
2580,Masters,0-15,Junior,0.5909090909090909
2580,Masters,15-30+,Junior,0.10909090909090909
2580,PhD,0-15,Junior,0.25324675324675333
2580,PhD,15-30+,Junior,0.04675324675324677
2581,Masters,0-15,Senior,1.0
2582,Masters,15-30+,Manager,0.7
2582,PhD,15-30+,Manager,0.30000000000000004
2583,Masters,0-15,Senior,0.5909090909090909
2583,Masters,15-30+,Senior,0.10909090909090909
2583,PhD,0-15,Senior,0.2532467532467532
2583,PhD,15-30+,Senior,0.04675324675324676
2584,Masters,15-30+,Manager,0.6999999999999998
2584,PhD,15-30+,Manager,0.30000000000000004
2585,PhD,0-15,Senior,0.8441558441558442
2585,PhD,15-30+,Senior,0.15584415584415584
2586,Masters,0-15,Senior,0.7
2586,PhD,0-15,Senior,0.30000000000000004
2587,Masters,0-15,Junior,0.7
2587,PhD,0-15,Junior,0.3000000000000001
2588,Masters,0-15,Senior,0.8441558441558441
2588,Masters,15-30+,Senior,0.15584415584415584
2589,PhD,15-30+,Manager,1.0
2590,Masters,15-30+,Senior,1.0
